0.217	0.201	0.357	0.241	0.196	0.173	0.229	0.288	0.176	0.234	0.131	0.250	0.260	0.291	0.237	0.297	0.369	0.225	0.345	0.223	0.500	0.784	0.805	0.661	0.776	0.812	0.830	0.780	0.720	0.838	0.769	0.872	0.773	0.746	0.716	0.766	0.709	0.637	0.800	0.690	0.781	1.000
0.140	0.141	0.162	0.045	0.113	0.130	0.203	0.242	0.068	0.235	0.148	0.231	0.161	0.173	0.142	0.202	0.286	0.119	0.086	0.102	1.000	0.865	0.859	0.848	0.966	0.903	0.872	0.804	0.766	0.938	0.771	0.854	0.808	0.843	0.840	0.861	0.809	0.720	0.886	0.929	0.899	1.000
0.189	0.143	0.197	0.200	0.237	0.136	0.135	0.213	0.417	0.190	0.200	0.313	0.236	0.192	0.208	0.188	0.212	0.250	0.147	0.167	0.500	0.821	0.869	0.804	1.000	0.789	0.873	0.868	0.789	0.667	0.857	0.803	0.719	0.769	0.846	0.805	0.844	0.795	0.813	0.882	0.846	1.000
0.138	0.085	0.176	0.082	0.185	0.132	0.188	0.263	0.090	0.144	0.050	0.182	0.167	0.211	0.185	0.129	0.188	0.167	0.250	0.113	1.000	0.872	0.932	0.882	0.920	0.852	0.876	0.875	0.789	0.917	0.867	0.955	0.909	0.852	0.807	0.819	0.903	0.844	0.917	1.000	0.892	1.000
0.211	0.349	0.269	0.143	0.170	0.178	0.197	0.153	0.195	0.219	0.172	0.316	0.198	0.159	0.194	0.162	0.151	0.294	0.059	0.286	0.500	0.796	0.667	0.750	0.878	0.830	0.826	0.816	0.853	0.816	0.783	0.832	0.689	0.815	0.849	0.808	0.840	0.853	0.735	1.000	0.719	1.000
0.126	0.106	0.083	0.100	0.196	0.169	0.130	0.162	0.072	0.137	0.058	0.114	0.134	0.071	0.146	0.163	0.134	0.052	0.200	0.157	1.000	0.878	0.897	0.931	0.910	0.813	0.831	0.877	0.846	0.935	0.868	0.943	0.909	0.870	0.936	0.855	0.844	0.871	0.951	0.833	0.845	1.000
0.145	0.127	0.134	0.094	0.196	0.133	0.175	0.286	0.320	0.213	0.089	0.140	0.173	0.108	0.192	0.149	0.201	0.242	0.043	0.237	1.000	0.864	0.878	0.872	0.938	0.824	0.872	0.825	0.720	0.720	0.800	0.914	0.880	0.831	0.919	0.814	0.862	0.803	0.788	1.000	0.771	1.000
0.161	0.212	0.238	0.313	0.192	0.131	0.170	0.182	0.316	0.250	0.126	0.169	0.224	0.169	0.161	0.149	0.207	0.139	0.100	0.258	1.000	0.847	0.798	0.765	0.719	0.813	0.873	0.833	0.818	0.737	0.759	0.876	0.844	0.781	0.846	0.845	0.855	0.796	0.889	0.950	0.750	1.000
0.096	0.020	0.182	0.064	0.067	0.056	0.160	0.125	0.060	0.049	0.033	0.500	0.087	0.151	0.100	0.185	0.188	0.114	0.111	0.065	1.000	0.915	0.983	0.909	0.949	1.000	0.948	0.880	0.906	0.941	0.976	0.971	0.750	0.922	0.868	0.903	0.852	0.833	0.914	1.000	0.936	1.000
0.191	0.317	0.125	0.225	0.243	0.255	0.280	0.303	0.234	0.252	0.179	0.300	0.277	0.268	0.258	0.300	0.321	0.225	0.200	0.302	0.250	0.814	0.688	1.000	0.783	0.759	0.747	0.740	0.706	0.776	0.749	0.824	0.711	0.738	0.736	0.743	0.704	0.684	0.784	0.840	0.701	1.000
0.199	0.124	0.236	0.082	0.271	0.186	0.139	0.266	0.073	0.191	0.172	0.286	0.171	0.153	0.213	0.180	0.209	0.268	0.242	0.078	0.500	0.804	0.878	0.770	0.929	0.735	0.816	0.865	0.739	0.935	0.812	0.828	0.732	0.831	0.853	0.789	0.826	0.795	0.744	0.788	0.924	1.000
0.365	0.245	0.318	0.077	0.142	0.203	0.070	0.171	0.143	0.214	0.088	0.136	0.116	0.167	0.175	0.162	0.265	0.053	0.083	0.235	1.000	0.654	0.774	0.727	1.000	0.863	0.813	0.947	0.842	0.929	0.796	0.925	0.868	0.899	0.861	0.833	0.848	0.747	1.000	1.000	0.784	1.000
0.227	0.123	0.159	0.233	0.226	0.174	0.114	0.163	0.289	0.190	0.133	0.195	0.194	0.144	0.169	0.171	0.222	0.213	0.197	0.150	1.000	0.777	0.880	0.846	0.783	0.785	0.829	0.890	0.842	0.722	0.817	0.869	0.829	0.808	0.865	0.834	0.838	0.785	0.800	0.820	0.853	1.000
0.299	0.149	0.063	0.284	0.270	0.204	0.276	0.283	0.475	0.299	0.103	0.222	0.150	0.229	0.228	0.134	0.284	0.150	0.071	0.288	0.667	0.708	0.858	1.000	0.731	0.739	0.801	0.759	0.739	0.541	0.707	0.901	0.889	0.858	0.773	0.776	0.873	0.727	0.875	0.964	0.718	0.667
0.200	0.115	0.094	0.119	0.186	0.127	0.185	0.231	0.063	0.192	0.073	0.221	0.112	0.230	0.187	0.233	0.242	0.266	0.107	0.152	0.500	0.803	0.887	0.915	0.884	0.817	0.874	0.820	0.776	0.939	0.810	0.928	0.794	0.890	0.773	0.813	0.771	0.761	0.740	0.929	0.848	1.000
0.270	0.205	0.146	0.218	0.168	0.148	0.125	0.288	0.244	0.289	0.118	0.314	0.200	0.132	0.245	0.246	0.151	0.188	0.120	0.169	0.333	0.738	0.803	0.878	0.800	0.835	0.857	0.893	0.721	0.780	0.714	0.886	0.694	0.809	0.874	0.759	0.754	0.854	0.828	0.920	0.835	1.000
0.156	0.224	0.369	0.154	0.234	0.182	0.183	0.220	0.157	0.265	0.154	0.224	0.133	0.145	0.214	0.261	0.201	0.214	0.091	0.218	1.000	0.848	0.782	0.638	0.865	0.768	0.821	0.823	0.782	0.863	0.739	0.848	0.785	0.872	0.863	0.789	0.742	0.799	0.821	0.955	0.786	1.000
0.178	0.203	0.227	0.056	0.158	0.116	0.111	0.135	0.095	0.044	0.065	0.071	0.065	0.080	0.068	0.109	0.182	0.122	0.184	0.071	1.000	0.836	0.801	0.818	0.972	0.895	0.888	0.926	0.892	0.919	0.967	0.939	1.000	0.940	0.940	0.935	0.913	0.831	0.880	0.842	0.931	1.000
0.091	0.159	0.222	0.250	0.150	0.110	0.190	0.222	0.333	0.121	0.164	0.250	0.122	0.250	0.111	0.125	0.125	0.050	0.189	0.102	1.000	0.939	0.864	0.889	0.833	0.900	0.904	0.857	0.833	0.778	0.909	0.851	1.000	0.902	0.875	0.907	1.000	0.938	1.000	0.816	0.909	1.000
0.116	0.141	0.201	0.037	0.191	0.094	0.217	0.094	0.071	0.126	0.182	0.156	0.156	0.101	0.102	0.131	0.155	0.177	0.271	0.078	0.500	0.886	0.860	0.805	0.965	0.816	0.906	0.786	0.909	0.930	0.878	0.819	0.867	0.845	0.902	0.899	0.872	0.847	0.825	0.743	0.922	0.667
1.000	1.000	1.000	1.000	1.000	0.333	1.000	1.000	1.000	0.500	1.000	1.000	1.000	0.500	0.500	1.000	0.333	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.500	1.000	1.000	1.000	1.000	0.750	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
